usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-dfc7bc,S-469322,2024-11-15,feature_4,16,10211,2,False
U-5af220,S-469322,2024-11-27,feature_17,7,2960,0,False
U-8e71db,S-469322,2024-12-10,feature_1,14,3924,1,False
U-20f410,S-469322,2024-11-15,feature_1,9,4624,1,False
U-ee02a4,S-469322,2024-12-30,feature_4,3,1091,1,False
U-c7485b,S-469322,2024-12-19,feature_29,8,1738,0,False
U-076f4f,S-469322,2024-10-15,feature_1,18,668,1,False
U-724c10,S-469322,2024-11-14,feature_36,15,2382,1,False
U-880f7e,S-469322,2024-10-11,feature_29,13,2405,0,False
U-425bf6,S-469322,2024-11-02,feature_20,10,5554,2,False
U-f4cdef,S-469322,2024-10-17,feature_1,7,1150,0,False
U-845b27,S-469322,2024-10-17,feature_30,7,2717,0,False
U-0f3cc9,S-469322,2024-11-14,feature_30,12,3328,1,False
U-f1b25e,S-469322,2024-10-25,feature_4,9,3601,1,False
U-b515bd,S-469322,2024-10-26,feature_16,10,3426,0,False
U-f86e47,S-634aaf,2024-10-05,feature_6,12,7104,0,False
U-166562,S-634aaf,2024-10-23,feature_15,13,2982,1,False
U-94fc31,S-634aaf,2024-11-10,feature_4,12,2325,1,False
U-864fc8,S-634aaf,2024-12-22,feature_6,13,1792,0,False
U-2b60c8,S-634aaf,2024-11-30,feature_11,5,5826,0,False
U-7e7dd2,S-634aaf,2024-12-17,feature_33,7,1700,1,False
U-0bb598,S-634aaf,2024-10-08,feature_14,17,3672,0,True
U-f9949e,S-634aaf,2024-12-05,feature_4,13,3105,0,False
U-f86639,S-634aaf,2024-12-15,feature_16,8,6161,1,False
U-f93e0d,S-634aaf,2024-12-04,feature_14,13,6889,2,False
U-6de9ba,S-634aaf,2024-10-16,feature_15,7,2645,0,False
U-c5c874,S-634aaf,2024-09-27,feature_16,9,4784,0,False
U-16920d,S-634aaf,2024-11-19,feature_11,9,3653,0,False
U-65715b,S-634aaf,2024-11-03,feature_4,9,1344,0,False
U-d99299,S-634aaf,2024-10-20,feature_16,5,2026,0,False
U-b67753,S-c6ee32,2024-11-27,feature_11,6,2582,0,False
U-7581e3,S-c6ee32,2024-12-03,feature_34,9,1637,1,True
U-82092e,S-c6ee32,2024-11-14,feature_20,13,2706,0,False
U-d3a02c,S-c6ee32,2024-11-25,feature_12,8,673,2,False
U-f27018,S-c6ee32,2024-11-03,feature_26,10,351,0,False
U-bc947a,S-c6ee32,2024-12-21,feature_3,7,1939,1,False
U-895dac,S-c6ee32,2024-12-14,feature_25,19,1075,0,False
U-dea50b,S-c6ee32,2024-10-27,feature_34,8,2012,0,False
U-0dff54,S-c6ee32,2024-11-10,feature_12,12,1891,0,False
U-c889e3,S-c6ee32,2024-11-06,feature_35,16,5970,0,True
U-04e23a,S-c6ee32,2024-12-01,feature_25,9,5078,1,False
U-5ae3a2,S-c6ee32,2024-12-27,feature_20,10,1754,0,False
U-433594,S-c6ee32,2024-11-14,feature_34,13,1997,0,True
U-2661b1,S-c6ee32,2024-12-29,feature_22,9,3104,1,False
U-eac0c3,S-c6ee32,2024-12-01,feature_34,7,3598,2,False
U-bce981,S-c6ee32,2024-12-14,feature_26,6,1516,0,False
U-b9c05c,S-c6ee32,2024-12-20,feature_34,18,817,0,False
U-c5e133,S-c6ee32,2024-11-08,feature_20,11,1832,1,False
U-7f2b0a,S-c6ee32,2024-11-25,feature_31,6,912,0,False
U-21fc95,S-c6ee32,2024-11-17,feature_11,6,3566,0,False
U-28f23c,S-eed7dc,2024-12-30,feature_37,8,2102,1,False
U-b6847f,S-eed7dc,2024-12-09,feature_37,9,1305,0,True
U-8c50cb,S-eed7dc,2024-12-28,feature_10,13,853,0,False
U-963173,S-eed7dc,2024-12-11,feature_3,10,1874,0,False
U-a6cf8a,S-eed7dc,2024-12-08,feature_22,9,2296,0,False
U-9d0965,S-eed7dc,2024-12-23,feature_17,3,3045,0,False
U-271e8a,S-eed7dc,2024-12-29,feature_22,11,3435,0,False
U-87a757,S-eed7dc,2024-12-08,feature_22,19,2361,1,False
U-2c8a61,S-eed7dc,2024-12-19,feature_38,15,5050,0,False
U-cb78a9,S-eed7dc,2024-12-26,feature_16,12,8063,0,False
U-cfc11d,S-eed7dc,2024-12-29,feature_39,16,5358,0,False
U-1893b6,S-eed7dc,2024-12-29,feature_39,15,354,0,False
U-fe218f,S-eed7dc,2024-12-10,feature_2,15,4954,0,False
U-a8405b,S-eed7dc,2024-12-15,feature_14,14,5219,0,False
U-81004d,S-eed7dc,2024-12-07,feature_16,15,2071,1,False
U-ec18cb,S-eed7dc,2024-12-25,feature_10,20,6350,0,False
U-908f7a,S-eed7dc,2024-12-17,feature_20,16,4229,0,True
U-eda103,S-eed7dc,2024-12-11,feature_10,17,2535,0,False
U-3aaeea,S-eed7dc,2024-12-22,feature_2,14,6285,0,False
U-b62b72,S-eed7dc,2024-12-10,feature_10,11,1635,0,False
U-218cf8,S-eed7dc,2024-12-26,feature_38,10,3640,0,False
U-edaab6,S-eed7dc,2024-12-27,feature_39,16,1288,0,False
U-c8c64d,S-eed7dc,2024-12-14,feature_16,16,2189,0,False
U-cf3571,S-eed7dc,2024-12-26,feature_24,14,2554,0,False
U-dec92a,S-eed7dc,2024-12-23,feature_18,7,1325,0,False
U-6bf1f4,S-eed7dc,2024-12-27,feature_38,9,1083,0,False
U-45bbb9,S-eed7dc,2024-12-15,feature_18,7,2850,0,False
U-c8ebea,S-eed7dc,2024-12-21,feature_20,13,1241,0,False
U-eb3b14,S-eed7dc,2024-12-25,feature_17,14,505,0,False
U-e0ab56,S-eed7dc,2024-12-12,feature_7,15,1133,0,False
U-0bebae,S-eed7dc,2024-12-29,feature_10,8,2343,0,False
U-6c5dc5,S-eed7dc,2024-12-20,feature_39,9,1302,0,False
U-111ca1,S-eed7dc,2024-12-22,feature_16,10,1353,0,False
U-9c0153,S-eed7dc,2024-12-25,feature_34,9,3633,0,False
U-21f1ea,S-eed7dc,2024-12-23,feature_10,14,1889,0,False
U-2b9442,S-eed7dc,2024-12-27,feature_37,11,2304,0,True
U-8b509a,S-eed7dc,2024-12-27,feature_33,11,1134,0,False
U-7bfe2b,S-eed7dc,2024-12-22,feature_3,13,1564,0,False
U-23593e,S-eed7dc,2024-12-19,feature_29,20,2098,0,False
U-ff5efe,S-eed7dc,2024-12-29,feature_31,12,3223,0,True
U-656bdb,S-eed7dc,2024-12-14,feature_22,6,2966,0,False
U-1e765b,S-b94bee,2024-12-18,feature_24,13,4532,0,True
U-143257,S-b94bee,2024-12-30,feature_37,11,3541,0,False
U-1cbeed,S-b94bee,2024-12-20,feature_16,9,7479,0,False
U-e2d2e8,S-b94bee,2024-12-28,feature_10,15,3171,0,False
U-a42137,S-b94bee,2024-12-27,feature_31,9,3434,0,False
U-a7962c,S-b94bee,2024-12-27,feature_38,10,5340,0,False
U-4a3838,S-b94bee,2024-12-21,feature_33,12,817,0,False
U-098ecb,S-b94bee,2024-12-28,feature_22,13,2509,0,False
U-018fa6,S-b94bee,2024-12-23,feature_16,11,5008,0,True
U-6778ce,S-b94bee,2024-12-16,feature_38,10,1361,0,True
U-70993f,S-b94bee,2024-12-28,feature_34,16,2378,0,False
U-5226cf,S-b94bee,2024-12-19,feature_34,13,1498,0,False
U-43893c,S-b94bee,2024-12-16,feature_34,8,3259,0,False
U-981eda,S-b94bee,2024-12-18,feature_18,10,1658,0,False
U-93ce6a,S-b94bee,2024-12-27,feature_39,16,8576,0,False
U-2c3ead,S-b94bee,2024-12-30,feature_21,9,2759,0,False
U-946ace,S-b94bee,2024-12-26,feature_14,8,2155,0,False
U-2fc469,S-b94bee,2024-12-19,feature_39,16,3680,0,False
U-32e97d,S-b94bee,2024-12-29,feature_24,13,2071,0,False
U-617cfd,S-b94bee,2024-12-21,feature_10,19,4531,0,False
U-996ba7,S-b94bee,2024-12-27,feature_29,10,789,0,True
U-a477b3,S-b94bee,2024-12-15,feature_22,14,943,0,False
U-e05fd3,S-b94bee,2024-12-20,feature_3,8,2426,0,False
U-233721,S-b94bee,2024-12-22,feature_34,15,2316,0,False
U-9f7e3c,S-b94bee,2024-12-19,feature_20,14,775,0,False
U-411329,S-b94bee,2024-12-25,feature_16,13,5806,0,False
U-cc2435,S-b94bee,2024-12-21,feature_17,14,6839,0,False
U-5fe4a0,S-b94bee,2024-12-16,feature_7,10,7605,0,False
U-c7e8c8,S-b94bee,2024-12-25,feature_7,9,2400,0,False
U-130210,S-b94bee,2024-12-18,feature_7,8,3616,0,False
U-ddb929,S-b94bee,2024-12-26,feature_33,14,783,0,False
U-22dd1c,S-b94bee,2024-12-15,feature_22,10,351,0,False
U-27c068,S-b94bee,2024-12-26,feature_14,7,661,0,False
U-fccc44,S-b94bee,2024-12-16,feature_22,9,984,0,True
U-77b97a,S-b94bee,2024-12-17,feature_16,14,2237,0,False
U-96a75c,S-b94bee,2024-12-24,feature_29,10,3690,0,False
U-836c12,S-b94bee,2024-12-18,feature_10,7,2276,0,False
U-9b2742,S-b94bee,2024-12-27,feature_2,14,2137,0,False
U-9369f5,S-b94bee,2024-12-18,feature_22,13,4736,0,False
U-f2ba7e,S-b94bee,2024-12-20,feature_31,11,2059,0,False
U-f4a0e5,S-90b431,2024-03-02,feature_8,3,2728,3,False
U-8b2b1d,S-90b431,2024-03-15,feature_21,5,389,1,False
U-d05f2a,S-90b431,2024-03-01,feature_30,0,2747,0,False
U-933cad,S-90b431,2023-12-26,feature_21,5,2571,6,False
U-f4a32c,S-90b431,2023-12-20,feature_21,4,3010,1,False
U-5f8c32,S-90b431,2024-02-29,feature_30,3,2251,3,False
U-1c9680,S-274688,2023-12-27,feature_30,8,1062,1,True
U-5297f4,S-274688,2023-12-19,feature_30,4,297,1,False
U-964452,S-274688,2023-11-28,feature_30,1,5076,0,False
U-0e0dec,S-274688,2024-01-27,feature_30,5,3280,1,False
U-e990e7,S-274688,2024-01-20,feature_8,4,4490,1,False
U-797216,S-274688,2023-12-16,feature_21,4,1218,3,False
U-a5f022,S-274688,2024-01-10,feature_8,2,680,2,True
U-8635f7,S-67e40c,2024-08-10,feature_19,14,1697,0,False
U-2e239d,S-67e40c,2024-08-15,feature_8,7,2407,1,False
U-21181a,S-67e40c,2024-10-05,feature_34,10,5059,0,False
U-af1da2,S-67e40c,2024-12-02,feature_36,13,2275,2,False
U-ad50aa,S-67e40c,2024-09-25,feature_21,13,225,0,False
U-948f9c,S-67e40c,2024-10-22,feature_10,6,3131,2,False
U-99f854,S-67e40c,2024-11-30,feature_31,12,1812,1,False
U-148665,S-67e40c,2024-05-30,feature_2,7,651,0,False
U-da4968,S-67e40c,2024-12-08,feature_10,12,865,3,True
U-f7954a,S-67e40c,2024-12-28,feature_1,12,1237,0,False
U-f54e71,S-67e40c,2024-08-29,feature_2,8,893,2,False
U-5ade0b,S-67e40c,2024-06-20,feature_10,11,1642,0,True
U-d23b2e,S-67e40c,2024-11-11,feature_10,6,829,0,False
U-479ae5,S-67e40c,2024-08-28,feature_29,16,3846,2,False
U-aacc62,S-67e40c,2024-05-20,feature_8,13,706,1,False
U-5f1276,S-67e40c,2024-06-24,feature_26,10,661,0,False
U-984259,S-67e40c,2024-12-21,feature_35,7,3011,0,False
U-070111,S-67e40c,2024-07-15,feature_10,9,2937,0,False
U-0f332f,S-67e40c,2024-11-12,feature_29,6,1630,0,False
U-695f40,S-67e40c,2024-07-24,feature_21,13,1381,1,False
U-5149aa,S-67e40c,2024-06-08,feature_25,8,3816,0,False
U-014721,S-1c5d22,2024-09-17,feature_35,6,1528,0,False
U-ece055,S-1c5d22,2024-08-04,feature_20,7,881,0,False
U-9d810f,S-1c5d22,2024-08-28,feature_24,6,4201,1,False
U-9f075c,S-1c5d22,2024-10-30,feature_21,7,4835,1,False
U-28af46,S-1c5d22,2024-06-10,feature_2,12,3651,0,False
U-28cb33,S-1c5d22,2024-09-02,feature_26,6,1743,0,False
U-a7eb54,S-1c5d22,2024-10-16,feature_36,8,4418,0,False
U-08164a,S-1c5d22,2024-09-23,feature_10,13,1065,1,False
U-7c3948,S-1c5d22,2024-09-09,feature_20,9,5723,2,False
U-c826c2,S-1c5d22,2024-06-22,feature_34,9,3286,1,False
U-65e5d6,S-1c5d22,2024-12-26,feature_34,9,3689,0,False
U-fb87ab,S-1c5d22,2024-06-21,feature_19,5,3440,0,False
U-898362,S-1c5d22,2024-07-10,feature_25,6,2054,0,False
U-3042f4,S-1c5d22,2024-07-09,feature_17,7,4385,1,False
U-bf722c,S-1c5d22,2024-10-21,feature_35,18,5472,2,False
U-46dd54,S-66bafa,2024-07-15,feature_8,13,3116,1,True
U-0042ed,S-66bafa,2024-04-28,feature_21,7,1238,1,False
U-72ec6b,S-66bafa,2024-08-04,feature_36,10,3175,1,False
U-39386c,S-66bafa,2024-09-07,feature_25,15,1340,0,False
U-816023,S-66bafa,2024-05-17,feature_34,7,2255,1,False
U-4c316d,S-66bafa,2024-06-02,feature_8,8,2020,2,False
U-4ca7b1,S-66bafa,2024-12-08,feature_35,14,920,0,False
U-2cc3f2,S-66bafa,2024-07-01,feature_17,8,4318,0,False
U-02052f,S-66bafa,2024-09-29,feature_35,15,861,0,False
U-e87ad3,S-66bafa,2024-11-04,feature_17,13,1244,1,False
U-438611,S-66bafa,2024-08-20,feature_31,10,4687,1,False
U-c0bec9,S-66bafa,2024-07-01,feature_31,6,1931,0,False
U-eb3ec2,S-66bafa,2024-11-11,feature_31,9,2253,1,False
U-f641ac,S-66bafa,2024-10-19,feature_25,9,3669,0,True
U-6df925,S-66bafa,2024-05-21,feature_1,8,4498,2,False
U-36fb73,S-66bafa,2024-10-19,feature_34,5,3098,1,False
U-9e4603,S-66bafa,2024-10-16,feature_2,9,4017,0,False
U-8f6cd5,S-66bafa,2024-08-06,feature_35,9,2775,1,True
U-89a755,S-66bafa,2024-10-22,feature_17,14,1747,0,False
U-57ae9c,S-66bafa,2024-09-27,feature_35,11,2007,0,False
U-1c842e,S-66bafa,2024-06-08,feature_8,7,5249,1,False
U-d15b52,S-314fcb,2024-11-29,feature_6,9,4346,0,False
U-79de23,S-314fcb,2024-11-08,feature_24,18,3426,0,False
U-28513a,S-314fcb,2024-12-08,feature_28,4,735,1,False
U-2ac2e3,S-314fcb,2024-12-17,feature_6,6,4293,1,False
U-96851e,S-314fcb,2024-11-15,feature_7,8,1892,0,False
U-f28e27,S-314fcb,2024-12-29,feature_1,6,3343,0,False
U-789b58,S-314fcb,2024-11-27,feature_1,12,2267,0,False
U-e5c72f,S-314fcb,2024-10-09,feature_16,16,1007,1,False
U-09cdd3,S-314fcb,2024-10-29,feature_35,11,1168,0,False
U-acb4e2,S-314fcb,2024-11-23,feature_35,7,1011,2,False
U-0bbd5c,S-314fcb,2024-10-07,feature_6,15,3886,1,False
U-371191,S-314fcb,2024-12-12,feature_9,10,1091,0,False
U-c640fe,S-314fcb,2024-12-29,feature_17,14,1873,1,False
U-8ef6b5,S-314fcb,2024-10-11,feature_32,5,1701,0,False
U-1cdedb,S-314fcb,2024-10-27,feature_1,15,3999,0,False
U-1c2525,S-314fcb,2024-11-27,feature_9,12,2122,0,True
U-bbb774,S-47bf90,2024-09-13,feature_2,14,3195,1,True
U-1c943c,S-47bf90,2024-10-25,feature_16,16,3703,2,False
U-ed3101,S-47bf90,2024-10-17,feature_17,7,2006,0,False
U-fd3307,S-47bf90,2024-08-25,feature_17,10,11930,2,False
U-07cd91,S-47bf90,2024-11-30,feature_32,11,1936,1,False
U-577b6f,S-47bf90,2024-11-14,feature_17,8,2685,0,False
U-dfc003,S-47bf90,2024-12-24,feature_9,9,2314,0,False
U-838ace,S-47bf90,2024-09-03,feature_16,14,4677,0,False
U-0b7dff,S-47bf90,2024-10-11,feature_14,6,3485,0,False
U-4a7ec2,S-47bf90,2024-08-26,feature_16,7,3808,0,False
U-f9529d,S-47bf90,2024-09-29,feature_40,10,4644,0,False
U-a71976,S-47bf90,2024-10-04,feature_7,12,2642,0,False
U-d5beb3,S-47bf90,2024-09-05,feature_7,9,6963,0,False
U-de755a,S-47bf90,2024-09-10,feature_37,7,1417,0,False
U-51a77d,S-47bf90,2024-10-05,feature_35,8,4792,0,False
U-bb46ce,S-47bf90,2024-12-23,feature_35,6,2532,1,False
U-3b479e,S-47bf90,2024-08-31,feature_15,5,6628,1,False
U-ab2401,S-de06ff,2024-10-17,feature_28,16,2347,0,True
U-ea429d,S-de06ff,2024-11-03,feature_6,15,1907,0,False
U-872950,S-de06ff,2024-10-28,feature_35,13,999,1,False
U-481c09,S-de06ff,2024-12-12,feature_1,7,7770,1,False
U-92bdbd,S-de06ff,2024-12-09,feature_2,12,1898,0,False
U-8bb4b2,S-de06ff,2024-10-10,feature_16,10,5875,1,False
U-4b21f0,S-de06ff,2024-10-12,feature_24,10,2707,0,False
U-2384a3,S-de06ff,2024-10-13,feature_32,7,12265,0,False
U-0d2747,S-de06ff,2024-10-09,feature_40,8,1944,0,False
U-00a385,S-de06ff,2024-12-01,feature_37,12,2020,0,False
U-99986c,S-de06ff,2024-12-14,feature_6,21,2170,0,False
U-48b41f,S-de06ff,2024-11-26,feature_16,16,3211,0,False
U-0d1958,S-de06ff,2024-10-06,feature_17,14,2244,0,False
U-d44357,S-de06ff,2024-10-16,feature_24,9,1323,0,False
U-5c52d5,S-de06ff,2024-10-23,feature_2,6,2004,2,False
U-1d4a80,S-de06ff,2024-12-27,feature_40,9,2532,1,False
U-01ee66,S-de06ff,2024-12-02,feature_16,9,7293,0,False
U-be9f4e,S-de06ff,2024-10-17,feature_14,11,1589,1,False
U-e3ec49,S-de06ff,2024-12-03,feature_40,14,2411,2,False
U-281546,S-de06ff,2024-11-28,feature_15,6,7214,0,False
U-05eeb9,S-ff0279,2023-12-23,feature_27,9,1221,0,False
U-02279f,S-ff0279,2023-08-23,feature_36,6,813,0,False
U-d7083a,S-ff0279,2023-07-02,feature_23,11,4096,0,False
U-877014,S-ff0279,2023-04-30,feature_38,7,3225,1,True
U-f34d3a,S-ff0279,2023-11-12,feature_36,13,1296,0,False
U-5b6406,S-ff0279,2024-01-10,feature_23,11,2775,0,False
U-9a7729,S-ff0279,2023-05-19,feature_34,13,2800,2,False
U-dbc502,S-ff0279,2023-07-12,feature_27,7,1783,0,True
U-733b5d,S-ff0279,2023-06-06,feature_13,14,6547,0,False
U-10110f,S-ff0279,2023-12-04,feature_36,4,2368,2,False
U-585234,S-ff0279,2024-03-03,feature_5,4,2570,0,False
U-b2cf53,S-ff0279,2023-05-14,feature_9,8,1729,0,False
U-4e9609,S-ff0279,2023-09-23,feature_38,10,2722,0,False
U-c9a901,S-ff0279,2023-07-18,feature_34,11,983,0,False
U-33c68f,S-ff0279,2023-08-23,feature_31,13,7627,1,False
U-331f13,S-ff0279,2023-06-12,feature_35,11,2375,0,False
U-9b8c32,S-ff0279,2023-11-30,feature_34,14,2109,0,False
U-803cbd,S-ff0279,2023-08-03,feature_29,11,2274,0,False
U-73ce9c,S-ff0279,2023-08-06,feature_7,16,5374,0,False
U-732eed,S-ff0279,2023-05-12,feature_23,7,5265,0,True
U-b9729a,S-ff0279,2023-08-19,feature_7,7,1769,1,False
U-71e450,S-ff0279,2024-01-28,feature_35,7,615,0,False
U-a93a20,S-6449fd,2024-04-03,feature_13,10,607,1,False
U-cd6c97,S-6449fd,2024-07-02,feature_23,2,1820,2,False
U-212d23,S-6449fd,2024-07-01,feature_15,7,291,1,False
U-15a77f,S-6449fd,2024-02-21,feature_13,13,3321,0,False
U-5ee996,S-6449fd,2024-03-28,feature_16,12,577,0,False
U-dc8768,S-6449fd,2024-08-27,feature_36,6,2066,1,False
U-0443af,S-6449fd,2024-03-14,feature_39,9,3611,2,False
U-a96929,S-6449fd,2024-12-13,feature_33,11,3133,0,False
U-f82674,S-6449fd,2024-11-06,feature_15,12,7477,1,False
U-2db914,S-6449fd,2024-06-24,feature_15,9,993,0,False
U-6125b9,S-6449fd,2024-10-04,feature_33,6,3576,2,False
U-c7c046,S-6449fd,2024-07-03,feature_33,8,344,1,False
U-04218e,S-6449fd,2024-12-02,feature_23,6,3590,1,False
U-dd8384,S-6449fd,2024-03-06,feature_36,10,2174,0,False
U-c62676,S-224b0b,2024-07-18,feature_33,5,4153,0,False
U-94273e,S-224b0b,2024-06-06,feature_5,8,2142,1,True
U-900e88,S-224b0b,2024-04-07,feature_6,7,4157,1,False
U-c8c1a7,S-224b0b,2024-07-21,feature_33,3,705,2,False
U-f72d89,S-224b0b,2024-05-23,feature_19,4,1280,1,True
U-53608a,S-224b0b,2024-05-11,feature_33,1,4268,1,True
U-094ac7,S-224b0b,2024-04-02,feature_5,4,2849,1,False
U-4c2414,S-9ad997,2024-11-09,feature_7,11,635,0,True
U-46fadc,S-9ad997,2024-08-17,feature_39,14,2421,1,False
U-11004d,S-9ad997,2024-08-24,feature_23,15,913,0,False
U-5499a5,S-9ad997,2024-06-25,feature_6,6,8257,1,False
U-7e1e87,S-9ad997,2024-09-30,feature_1,6,3069,0,False
U-080b48,S-9ad997,2024-09-11,feature_37,9,2814,0,False
U-922127,S-9ad997,2024-11-04,feature_6,12,572,1,False
U-d57e91,S-9ad997,2024-07-13,feature_23,9,10539,1,False
U-5364fa,S-9ad997,2024-12-03,feature_1,14,3324,0,True
U-b6ec45,S-9ad997,2024-11-10,feature_23,11,1590,0,False
U-96a892,S-9ad997,2024-11-29,feature_39,16,1479,1,False
U-2da7f3,S-9ad997,2024-11-08,feature_23,7,2071,0,False
U-6ad8d8,S-9ad997,2024-12-21,feature_38,9,5120,1,False
U-56cfd3,S-9ad997,2024-12-14,feature_1,14,1933,0,False
U-e91411,S-9ad997,2024-08-04,feature_29,11,1717,0,True
U-780e04,S-9ad997,2024-06-29,feature_6,10,559,0,False
U-d08a3b,S-9ad997,2024-10-07,feature_23,9,6054,0,True
U-cf2e5a,S-9ad997,2024-08-24,feature_23,8,1311,1,False
U-a12d9a,S-9ad997,2024-08-27,feature_38,10,4908,0,False
U-f0416e,S-9ad997,2024-11-21,feature_8,8,468,0,False
U-ee82b7,S-9ad997,2024-12-10,feature_7,9,3196,0,False
U-dc1adb,S-9ad997,2024-10-18,feature_33,13,7294,0,False
U-20936c,S-9ad997,2024-07-16,feature_1,11,4164,0,False
U-77bb99,S-9ad997,2024-10-24,feature_38,11,2184,0,False
U-83027d,S-a610ba,2024-12-05,feature_29,11,1435,0,False
U-19fef6,S-a610ba,2024-02-19,feature_38,14,2479,1,True
U-42e08b,S-a610ba,2024-06-20,feature_27,7,2061,0,False
U-835ac7,S-a610ba,2024-08-10,feature_6,13,6352,0,False
U-c0d0d2,S-a610ba,2024-05-22,feature_22,13,227,1,False
U-b4224a,S-a610ba,2024-05-18,feature_33,12,4823,0,False
U-c6d1d1,S-a610ba,2024-07-29,feature_22,14,4644,1,False
U-53d6f6,S-a610ba,2024-03-04,feature_38,10,280,0,False
U-b904d3,S-a610ba,2024-04-04,feature_33,10,4351,1,False
U-a7817b,S-a610ba,2024-08-07,feature_23,10,1580,0,False
U-526138,S-a610ba,2024-01-28,feature_38,13,5964,0,False
U-c7ff7e,S-a610ba,2024-05-18,feature_38,7,1774,0,False
U-34f1c7,S-a610ba,2024-11-24,feature_17,3,4809,2,False
U-710a5e,S-a610ba,2024-01-27,feature_6,13,1796,1,False
U-e90a52,S-a610ba,2024-11-28,feature_8,7,1020,0,False
U-26c531,S-a610ba,2024-09-16,feature_7,10,2314,1,False
U-d7c769,S-a610ba,2024-02-25,feature_22,11,773,0,False
U-367fd5,S-a610ba,2024-09-29,feature_22,13,631,0,False
U-b37f47,S-a610ba,2024-06-17,feature_38,9,2529,0,False
U-a1f705,S-a610ba,2024-04-09,feature_22,13,1949,0,False
U-f30632,S-a610ba,2024-11-28,feature_1,12,2393,0,False
U-4e16a1,S-a610ba,2024-12-17,feature_29,7,11673,0,False
U-df2da5,S-6b7496,2024-06-14,feature_1,11,3623,0,True
U-b843de,S-6b7496,2024-04-08,feature_37,13,2129,1,False
U-a98952,S-6b7496,2024-12-11,feature_22,11,4203,1,False
U-18efd8,S-6b7496,2024-03-26,feature_33,6,2059,2,False
U-0f282d,S-6b7496,2024-04-26,feature_23,13,2009,0,False
U-8c16d0,S-6b7496,2024-10-28,feature_27,13,1520,1,False
U-791391,S-6b7496,2024-08-07,feature_17,12,1615,0,False
U-6009a9,S-6b7496,2024-02-21,feature_17,13,2487,0,False
U-afb615,S-6b7496,2024-05-12,feature_35,9,1406,0,False
U-651981,S-6b7496,2024-04-27,feature_23,14,4333,2,False
U-0a7833,S-6b7496,2024-07-03,feature_37,12,1293,1,False
U-91fe60,S-6b7496,2024-09-07,feature_27,11,5360,0,False
U-0b4ea3,S-6b7496,2024-06-22,feature_37,12,688,0,False
U-26c0ad,S-6b7496,2024-06-20,feature_29,6,3830,1,False
U-6b4a0a,S-6b7496,2024-08-09,feature_8,8,509,0,True
U-d3f932,S-6b7496,2024-10-10,feature_35,6,1398,0,False
U-016c2a,S-6b7496,2024-10-25,feature_33,12,2899,0,False
U-e69f21,S-6b7496,2024-04-14,feature_33,9,1975,0,True
U-bf067a,S-6b7496,2024-07-05,feature_33,14,867,0,False
U-d1d996,S-6b7496,2024-11-01,feature_39,12,2921,0,True
U-8da11a,S-6b7496,2024-09-21,feature_7,17,2382,0,False
U-f51e79,S-6b7496,2024-03-03,feature_35,5,1072,1,False
U-12e483,S-fbbbac,2024-07-29,feature_8,15,542,0,False
U-14975a,S-fbbbac,2024-10-29,feature_2,7,4005,1,False
U-56a9c2,S-fbbbac,2023-12-29,feature_35,8,2043,0,False
U-52434c,S-fbbbac,2024-08-03,feature_1,6,249,0,False
U-6bf50b,S-fbbbac,2023-12-05,feature_8,5,2650,0,True
U-30d306,S-fbbbac,2024-07-16,feature_33,8,1279,0,False
U-4bee54,S-fbbbac,2023-12-14,feature_39,6,772,0,False
U-6adebb,S-fbbbac,2024-04-22,feature_33,11,943,0,True
U-a06f62,S-fbbbac,2024-02-12,feature_7,11,2373,1,False
U-baa461,S-fbbbac,2023-12-12,feature_6,8,712,1,True
U-d195ee,S-fbbbac,2024-10-03,feature_22,9,1371,2,False
U-6f0e01,S-fbbbac,2024-04-07,feature_7,4,2893,1,False
U-a40fae,S-fbbbac,2024-01-04,feature_17,14,3624,0,False
U-6d5837,S-fbbbac,2024-02-18,feature_33,12,834,0,False
U-0aae19,S-fbbbac,2024-10-26,feature_8,15,5324,1,False
U-c309af,S-fbbbac,2024-10-15,feature_17,5,3968,0,False
U-7f5808,S-fbbbac,2024-10-17,feature_2,14,3187,0,True
U-ee8e77,S-fbbbac,2023-12-23,feature_17,8,703,1,False
U-c13915,S-fbbbac,2024-11-03,feature_2,18,3789,1,False
U-f848f3,S-fbbbac,2024-05-19,feature_29,8,2020,1,False
U-bb7b4d,S-fbbbac,2023-12-27,feature_37,13,4575,0,False
U-9f9921,S-6d0a80,2024-11-13,feature_7,11,2527,0,False
U-187c95,S-6d0a80,2024-08-29,feature_15,11,1461,0,False
U-4f0bf0,S-6d0a80,2024-07-16,feature_40,12,1632,0,False
U-eb1ab4,S-6d0a80,2024-06-11,feature_29,16,4691,0,False
U-96a726,S-6d0a80,2024-09-03,feature_26,13,3402,0,False
U-f51f55,S-6d0a80,2024-10-11,feature_20,7,4456,0,True
U-0c6606,S-6d0a80,2024-08-28,feature_27,19,6262,0,False
U-51714b,S-6d0a80,2024-10-03,feature_4,8,1730,0,False
U-dc7f7a,S-6d0a80,2024-06-12,feature_27,14,1395,0,False
U-e54e27,S-6d0a80,2024-06-26,feature_14,10,7298,0,False
U-f24945,S-6d0a80,2024-06-18,feature_17,13,436,0,False
U-0bb5c2,S-6d0a80,2024-10-30,feature_19,12,3432,0,False
