subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-6c69f2,A-51ec1b,2024-04-15,,Enterprise,6,0,0,True,False,False,False,monthly,True
S-132de8,A-bcf664,2023-11-06,,Pro,38,3577,42924,False,True,False,False,annual,True
S-2de6a9,A-bcf664,2023-06-12,,Enterprise,33,6370,76440,False,False,False,False,annual,True
S-85445c,A-bcf664,2023-09-21,,Basic,13,0,0,True,False,False,False,monthly,True
S-d107c8,A-bcf664,2024-03-14,,Pro,28,2388,28656,False,False,False,False,monthly,True
S-dbb802,A-90a8c8,2024-09-02,,Pro,15,0,0,True,False,False,False,annual,True
S-b4b50a,A-90a8c8,2024-09-16,,Pro,21,1490,17880,False,False,False,False,monthly,False
S-e726f5,A-86cdb4,2024-10-11,,Pro,23,1843,22116,False,False,False,False,annual,True
S-1c30b5,A-86cdb4,2024-09-25,2024-12-20,Pro,11,0,0,True,False,False,True,monthly,True
S-202205,A-86cdb4,2024-10-02,,Basic,15,458,5496,False,False,False,False,annual,True
S-d60eaf,A-4bfa33,2024-12-09,,Basic,19,0,0,True,True,False,False,annual,True
S-978067,A-4bfa33,2024-12-13,,Pro,8,0,0,True,False,False,False,annual,True
S-4df7c3,A-4bfa33,2024-12-09,,Enterprise,54,11552,138624,False,False,False,False,monthly,True
S-ebb9d8,A-4bfa33,2024-12-17,,Enterprise,5,964,11568,False,False,False,False,annual,True
S-fa73e0,A-4bfa33,2024-12-11,,Enterprise,5,774,9288,False,True,False,False,monthly,True
S-001374,A-dbc825,2024-06-11,,Pro,26,1851,22212,False,False,False,False,annual,True
S-777084,A-c70870,2024-10-23,2024-12-19,Pro,72,0,0,True,True,False,True,monthly,False
S-80db55,A-c70870,2024-11-05,2024-12-17,Basic,28,1253,15036,False,False,False,True,monthly,False
S-5fb7a1,A-7c4956,2023-08-14,2024-09-08,Enterprise,17,2388,28656,False,False,False,True,annual,False
S-d94b07,A-7c4956,2024-02-01,2024-09-03,Pro,68,6345,76140,False,False,False,True,monthly,True
S-fc09a8,A-0651a4,2024-10-20,,Basic,13,607,7284,False,False,True,False,monthly,True
S-5a6fde,A-3ce5b8,2024-01-03,,Enterprise,19,2957,35484,False,False,False,False,annual,True
S-6a2ccc,A-3ce5b8,2023-10-19,,Pro,38,2657,31884,False,False,False,False,monthly,True
S-074e89,A-bd4708,2024-08-07,2024-08-24,Basic,38,0,0,True,False,False,True,annual,True
S-71996a,A-bd4708,2024-08-04,2024-08-24,Enterprise,21,3940,47280,False,True,False,True,annual,True
S-6a5ce7,A-993085,2023-11-03,2024-03-29,Pro,22,1921,23052,False,False,False,True,annual,True
S-0afb59,A-993085,2023-09-06,,Basic,1,42,504,False,False,False,False,annual,True
S-5cba62,A-92a3af,2024-08-06,,Pro,18,1479,17748,False,False,False,False,monthly,False
S-95e1dc,A-92a3af,2024-09-28,,Pro,43,2693,32316,False,False,False,False,monthly,True
S-8fb06d,A-151c9a,2023-12-21,,Pro,17,0,0,True,False,False,False,monthly,True
S-c22e0f,A-474ad4,2023-12-29,2024-09-14,Basic,54,0,0,True,False,False,True,annual,False
S-8c35b2,A-474ad4,2024-09-27,,Enterprise,78,11160,133920,False,True,True,False,monthly,True
S-190fab,A-4ef964,2024-05-25,,Pro,29,1652,19824,False,False,False,False,annual,False
S-89f03b,A-4ef964,2024-04-30,,Basic,16,539,6468,False,False,False,False,annual,False
S-13007a,A-4ef964,2024-05-31,,Pro,5,351,4212,False,False,False,False,annual,True
S-1fca18,A-4ef964,2024-08-18,,Enterprise,17,3463,41556,False,False,False,False,annual,True
S-e389be,A-4ef964,2024-09-25,,Enterprise,11,2320,27840,False,False,False,False,monthly,True
S-21145e,A-fd9422,2024-06-07,,Enterprise,33,4463,53556,False,False,True,False,monthly,True
S-8b9f5a,A-fd9422,2024-05-07,,Enterprise,7,0,0,True,False,False,False,monthly,True
S-43f046,A-0baac2,2024-08-28,,Enterprise,13,2308,27696,False,False,False,False,monthly,True
S-2c574e,A-bb1486,2024-11-14,,Pro,27,1705,20460,False,False,False,False,monthly,True
S-6c9f9f,A-560d27,2024-08-19,,Basic,13,0,0,True,False,False,False,annual,True
S-b02c03,A-0b0d6d,2024-12-30,,Enterprise,4,703,8436,False,False,False,False,monthly,True
S-c5335d,A-0b0d6d,2024-12-30,,Pro,41,3793,45516,False,False,False,False,monthly,True
S-7fb42f,A-2789e3,2024-10-08,,Enterprise,50,6890,82680,False,False,True,False,monthly,False
S-e15bfe,A-2789e3,2024-09-29,,Basic,7,297,3564,False,False,False,False,annual,True
S-4eb76d,A-2789e3,2024-11-08,,Pro,9,814,9768,False,False,False,False,annual,True
S-de74d4,A-2789e3,2024-10-24,,Pro,27,2205,26460,False,False,False,False,annual,True
S-c8933a,A-b07346,2024-11-21,,Basic,34,1250,15000,False,False,False,False,annual,True
S-4af1e2,A-b07346,2024-10-15,,Enterprise,3,641,7692,False,False,False,False,annual,True
S-2d3a11,A-902ef7,2024-09-11,2024-11-11,Enterprise,8,1611,19332,False,False,False,True,monthly,True
S-3843d2,A-902ef7,2024-09-22,2024-11-10,Pro,14,995,11940,False,False,False,True,annual,False
S-11e7fc,A-20736a,2024-03-20,,Enterprise,33,5956,71472,False,False,False,False,monthly,False
S-4c788c,A-e4bf56,2024-11-05,,Basic,8,0,0,True,False,False,False,monthly,True
S-30bf91,A-e4bf56,2024-11-11,,Basic,11,350,4200,False,False,False,False,monthly,True
S-18e949,A-cea1f0,2024-06-05,,Pro,37,2958,35496,False,False,False,False,annual,True
S-27fa13,A-ef84cf,2024-03-17,,Pro,3,169,2028,False,False,False,False,annual,True
S-063f50,A-d49cc5,2024-08-28,,Pro,12,1014,12168,False,False,False,False,monthly,False
S-6baf58,A-d49cc5,2024-04-15,,Basic,39,1459,17508,False,False,False,False,monthly,True
S-800c6b,A-d49cc5,2023-12-03,,Pro,54,3866,46392,False,False,False,False,monthly,False
S-f3c3b2,A-d49cc5,2024-08-11,,Enterprise,37,6940,83280,False,False,False,False,monthly,True
S-4770d0,A-67be94,2024-01-31,,Basic,20,702,8424,False,False,True,False,monthly,True
S-e3bb78,A-67be94,2024-02-21,,Basic,11,432,5184,False,False,False,False,annual,False
S-1e1a0b,A-67be94,2023-06-20,,Pro,29,0,0,True,False,True,False,annual,True
S-57036b,A-67be94,2023-07-14,,Basic,1,44,528,False,False,False,False,monthly,True
S-949388,A-4e960a,2024-07-04,2024-10-02,Basic,23,1055,12660,False,False,True,True,annual,True
S-3389f7,A-4e960a,2024-06-03,2024-10-07,Enterprise,23,3205,38460,False,False,False,True,monthly,True
S-77d465,A-c37cab,2024-08-12,,Enterprise,15,3071,36852,False,False,False,False,monthly,True
S-9b74b4,A-c37cab,2024-11-06,,Pro,17,0,0,True,False,False,False,monthly,True
S-e973c9,A-533452,2024-11-24,,Pro,12,914,10968,False,False,False,False,monthly,True
S-ebc10a,A-533452,2024-11-19,,Pro,37,2678,32136,False,False,False,False,annual,True
S-0ee9b6,A-533452,2024-11-17,,Basic,17,765,9180,False,False,False,False,monthly,False
S-f04bc3,A-443b7c,2024-10-11,,Enterprise,11,1783,21396,False,False,False,False,monthly,True
S-c7d4b3,A-443b7c,2024-10-02,,Basic,53,2175,26100,False,False,False,False,monthly,True
S-2ba49f,A-1f7acb,2023-09-21,2024-05-27,Pro,26,1924,23088,False,False,False,True,monthly,False
S-5838ea,A-f51f16,2024-02-09,,Pro,42,3042,36504,False,False,False,False,annual,True
S-2b6094,A-5a3eb9,2023-12-09,2024-06-18,Pro,80,5713,68556,False,False,False,True,annual,True
S-ffaa41,A-5f2961,2024-11-29,,Enterprise,50,7441,89292,False,True,False,False,monthly,True
S-075f43,A-5f2961,2024-12-09,,Basic,20,0,0,True,False,True,False,monthly,True
S-dd6118,A-5f2961,2024-11-22,,Pro,7,530,6360,False,False,False,False,monthly,True
S-d60506,A-5f2961,2024-11-26,,Enterprise,31,0,0,True,False,True,False,annual,True
S-7b1727,A-417d2f,2023-10-07,,Enterprise,20,4120,49440,False,False,False,False,monthly,True
S-fbd0cd,A-417d2f,2023-09-17,,Pro,2,0,0,True,False,True,False,monthly,True
S-ac0bd3,A-417d2f,2023-10-26,,Enterprise,10,1501,18012,False,False,False,False,annual,False
S-761241,A-e98302,2024-02-19,,Pro,13,915,10980,False,False,False,False,monthly,True
S-800a46,A-e98302,2024-01-10,2024-08-18,Enterprise,61,10307,123684,False,False,False,True,annual,True
S-577207,A-8bde0c,2024-11-06,,Pro,18,1401,16812,False,False,False,False,annual,True
S-9c319e,A-8bde0c,2024-11-06,,Basic,41,1219,14628,False,False,False,False,annual,False
S-316891,A-8bde0c,2024-11-18,,Pro,38,3473,41676,False,True,False,False,monthly,False
S-a50e84,A-bcf87c,2024-07-23,,Basic,26,748,8976,False,False,False,False,monthly,False
S-dc3f84,A-bcf87c,2024-06-30,,Pro,45,2867,34404,False,False,False,False,annual,False
S-73d471,A-bcf87c,2024-07-28,,Basic,41,1520,18240,False,False,False,False,annual,True
S-f4a588,A-54ecc2,2023-12-11,2024-06-07,Pro,15,956,11472,False,False,False,True,annual,False
S-469322,A-625d0b,2024-10-07,,Pro,42,3419,41028,False,False,False,False,annual,True
S-634aaf,A-625d0b,2024-09-27,,Basic,7,287,3444,False,False,False,False,monthly,False
S-c6ee32,A-fce879,2024-10-17,,Basic,11,541,6492,False,False,False,False,annual,True
S-eed7dc,A-b07b56,2024-12-06,,Pro,32,2900,34800,False,False,False,False,monthly,True
S-b94bee,A-b07b56,2024-12-15,,Basic,20,0,0,True,False,False,False,annual,True
S-90b431,A-6da850,2023-11-26,,Basic,21,601,7212,False,False,False,False,annual,True
S-274688,A-6da850,2023-11-01,,Basic,29,984,11808,False,False,False,False,annual,False
S-67e40c,A-342303,2024-05-07,,Pro,28,2114,25368,False,True,False,False,monthly,True
S-1c5d22,A-342303,2024-05-21,,Basic,12,566,6792,False,False,False,False,monthly,True
S-66bafa,A-342303,2024-03-30,,Enterprise,41,7427,89124,False,True,False,False,monthly,True
S-314fcb,A-e7a1e2,2024-09-30,,Pro,15,1080,12960,False,False,False,False,monthly,True
S-47bf90,A-e7a1e2,2024-08-16,,Enterprise,25,3428,41136,False,False,False,False,annual,True
S-de06ff,A-e7a1e2,2024-09-26,,Enterprise,15,2937,35244,False,False,False,False,monthly,True
S-ff0279,A-f1f639,2023-04-01,2024-04-15,Pro,15,1238,14856,False,False,False,True,monthly,True
S-6449fd,A-a865bd,2023-12-31,,Pro,38,3326,39912,False,False,False,False,annual,True
S-224b0b,A-4e631b,2024-03-27,,Enterprise,22,4003,48036,False,False,True,False,monthly,True
S-9ad997,A-7f6b86,2024-06-20,,Pro,21,1717,20604,False,False,False,False,monthly,True
S-a610ba,A-7f6b86,2024-01-16,,Basic,36,1737,20844,False,False,False,False,monthly,True
S-6b7496,A-7f6b86,2024-02-21,,Pro,14,1228,14736,False,True,False,False,annual,False
S-fbbbac,A-7f6b86,2023-11-20,,Basic,14,579,6948,False,False,True,False,monthly,False
S-6d0a80,A-8adedc,2024-06-05,,Basic,30,1058,12696,False,False,False,False,annual,True
S-a0b899,A-8adedc,2024-08-05,,Basic,43,1501,18012,False,False,False,False,annual,True
S-493c12,A-2edab2,2024-02-07,,Basic,34,1482,17784,False,False,False,False,annual,False
S-b0f08f,A-2edab2,2024-03-17,2024-08-16,Basic,58,2644,31728,False,False,False,True,annual,True
S-aabb24,A-2edab2,2024-01-10,,Pro,6,344,4128,False,False,False,False,annual,True
S-333ae8,A-2edab2,2024-02-03,,Enterprise,33,0,0,True,False,False,False,annual,False
S-0b8c66,A-2edab2,2023-12-08,,Basic,46,1932,23184,False,True,False,False,monthly,True
S-ab39f1,A-149a69,2024-11-01,,Basic,45,1366,16392,False,False,False,False,annual,True
S-58ef98,A-a6d261,2024-06-18,2024-11-27,Basic,14,667,8004,False,False,False,True,annual,True
S-67b88d,A-a6d261,2024-03-10,,Enterprise,19,0,0,True,False,True,False,annual,True
S-2fb999,A-a6d261,2024-02-17,2024-12-25,Basic,35,1540,18480,False,False,False,True,annual,True
S-95b4a8,A-443f6f,2024-12-13,,Enterprise,13,2205,26460,False,False,False,False,annual,True
S-5c5a43,A-202b67,2024-03-31,,Enterprise,27,4234,50808,False,False,False,False,annual,False
S-9f4117,A-202b67,2024-06-18,,Pro,90,5274,63288,False,False,False,False,annual,True
S-cb3d28,A-00bed1,2023-11-19,2024-02-25,Basic,10,415,4980,False,False,False,True,annual,True
S-dcb5c6,A-00bed1,2023-12-14,2024-02-24,Enterprise,21,3837,46044,False,True,False,True,annual,True
S-5893ed,A-ffc04f,2024-06-15,,Basic,14,477,5724,False,False,True,False,annual,True
S-43162e,A-65c341,2024-03-09,,Pro,19,1710,20520,False,False,False,False,annual,False
S-ed4b74,A-65c341,2024-06-10,2024-08-22,Pro,61,0,0,True,False,False,True,monthly,True
S-82f243,A-65c341,2024-04-10,,Basic,2,69,828,False,False,False,False,monthly,True
S-8af630,A-65c341,2024-05-29,,Basic,18,514,6168,False,False,False,False,annual,True
S-9f1f4e,A-65c341,2024-07-25,,Pro,9,0,0,True,False,False,False,annual,True
S-1e5432,A-dcc2f0,2023-12-06,,Enterprise,41,0,0,True,False,False,False,monthly,True
S-c17f6d,A-dcc2f0,2023-11-20,,Pro,84,5547,66564,False,True,False,False,monthly,True
S-bcf145,A-ced9aa,2024-10-08,,Enterprise,23,0,0,True,False,False,False,monthly,True
S-111fd9,A-ced9aa,2024-10-22,,Enterprise,15,0,0,True,False,False,False,annual,True
S-d57e22,A-ced9aa,2024-10-14,,Pro,85,7158,85896,False,False,False,False,monthly,True
S-84aa51,A-3d957b,2024-05-11,,Basic,14,625,7500,False,False,False,False,annual,False
S-1750bf,A-3d957b,2024-09-10,,Pro,9,509,6108,False,False,False,False,annual,True
S-f136e9,A-89ee83,2024-10-04,,Basic,34,1591,19092,False,False,False,False,monthly,True
S-7eafdf,A-89ee83,2024-12-08,,Basic,32,1207,14484,False,False,False,False,monthly,True
S-850b40,A-89ee83,2024-10-11,,Pro,62,5131,61572,False,False,False,False,annual,True
S-c68c5d,A-89ee83,2024-11-26,,Basic,67,1987,23844,False,False,False,False,monthly,True
S-994c39,A-883b7d,2024-06-13,,Pro,55,4210,50520,False,False,False,False,annual,False
S-d16a40,A-883b7d,2024-05-12,,Pro,49,4371,52452,False,True,True,False,annual,True
S-67ec24,A-dcc3f1,2024-02-10,,Basic,1,44,528,False,False,False,False,monthly,True
S-2e5e08,A-c62e55,2023-06-28,2024-04-26,Pro,106,9460,113520,False,True,False,True,monthly,True
S-18022b,A-c62e55,2023-04-15,2024-04-21,Enterprise,9,1859,22308,False,False,False,True,monthly,True
S-a8346f,A-e4144b,2024-11-05,,Pro,17,1065,12780,False,False,False,False,monthly,True
S-b00536,A-e4144b,2024-11-07,,Enterprise,18,2303,27636,False,False,False,False,annual,True
S-f397a8,A-e40f45,2024-06-07,,Basic,70,2513,30156,False,False,True,False,annual,True
S-84f421,A-e40f45,2024-05-09,,Pro,35,3148,37776,False,False,False,False,monthly,True
S-15d208,A-96215d,2024-09-21,,Pro,15,940,11280,False,False,False,False,annual,True
S-89035b,A-96215d,2024-08-27,,Pro,8,698,8376,False,False,False,False,monthly,True
S-ad8686,A-2b9d3e,2023-07-24,,Basic,14,399,4788,False,False,True,False,monthly,False
S-2944b1,A-2b9d3e,2023-09-12,,Basic,22,747,8964,False,False,True,False,annual,False
S-059d84,A-2b9d3e,2023-12-25,,Basic,10,454,5448,False,False,False,False,monthly,True
S-565acb,A-b7724f,2024-02-14,,Basic,14,674,8088,False,True,False,False,monthly,True
S-641cf0,A-b7724f,2024-06-03,,Enterprise,47,9578,114936,False,False,False,False,annual,True
S-23c305,A-b7724f,2024-03-09,,Basic,31,1146,13752,False,False,False,False,annual,True
S-568301,A-b7724f,2023-09-21,,Enterprise,36,5181,62172,False,False,False,False,monthly,True
S-ba4f8c,A-310452,2024-12-26,,Pro,28,0,0,True,True,False,False,annual,True
S-c4997a,A-310452,2024-12-25,,Basic,51,0,0,True,False,False,False,monthly,True
S-5107e3,A-eb1312,2024-09-22,,Basic,20,748,8976,False,False,False,False,annual,True
S-92a27c,A-eb1312,2024-09-18,,Basic,19,731,8772,False,False,False,False,annual,True
S-5e0123,A-eb1312,2024-10-20,,Basic,10,354,4248,False,False,False,False,monthly,True
S-6e350b,A-eb1312,2024-10-09,,Pro,9,545,6540,False,False,False,False,monthly,True
S-807364,A-df1e44,2024-03-01,,Basic,23,923,11076,False,False,False,False,monthly,True
S-c09c0e,A-df1e44,2024-06-16,,Basic,27,956,11472,False,True,False,False,monthly,True
S-c47a8c,A-df1e44,2024-05-26,,Enterprise,17,3343,40116,False,False,False,False,annual,True
S-e5169c,A-df1e44,2024-06-04,,Basic,17,655,7860,False,False,False,False,annual,True
S-4e096b,A-6a7c9d,2024-12-04,,Pro,46,4006,48072,False,False,False,False,monthly,True
S-4e0d78,A-cbd1a3,2024-11-28,,Enterprise,20,3928,47136,False,False,False,False,annual,True
S-466406,A-a8d89d,2024-02-15,,Pro,32,0,0,True,False,False,False,annual,True
S-6b7876,A-600734,2023-11-17,,Pro,11,1026,12312,False,True,False,False,annual,True
S-baf709,A-600734,2024-07-21,,Pro,10,591,7092,False,False,False,False,annual,True
S-61daaa,A-86fc1d,2024-08-24,2024-11-13,Enterprise,12,1601,19212,False,False,False,True,monthly,False
S-fbbcbb,A-86fc1d,2024-08-21,2024-11-21,Pro,86,7219,86628,False,False,False,True,annual,False
S-164e98,A-78f02b,2024-11-18,,Enterprise,60,10284,123408,False,False,True,False,monthly,True
S-8ac3fc,A-78f02b,2024-11-25,,Basic,9,0,0,True,False,False,False,annual,True
S-3966d4,A-78f02b,2024-11-18,,Pro,24,1960,23520,False,False,False,False,monthly,True
S-dadb93,A-78f02b,2024-11-18,,Pro,75,5885,70620,False,True,False,False,annual,True
S-fa5415,A-acb7f7,2024-01-15,,Enterprise,39,4961,59532,False,False,False,False,monthly,True
S-2e6acf,A-acb7f7,2024-04-07,,Enterprise,29,4722,56664,False,False,False,False,monthly,True
S-709f51,A-acb7f7,2024-04-29,,Pro,17,1535,18420,False,False,False,False,annual,True
S-b92082,A-712f1c,2024-03-13,,Pro,16,1525,18300,False,True,False,False,annual,True
S-247d6d,A-712f1c,2024-03-05,2024-04-17,Basic,1,37,444,False,False,False,True,annual,True
S-9682f4,A-712f1c,2024-01-13,,Basic,13,576,6912,False,False,True,False,annual,True
S-ea4719,A-3793ee,2023-07-03,,Pro,51,0,0,True,False,False,False,annual,True
S-1a3231,A-3793ee,2023-06-01,,Pro,114,9815,117780,False,False,False,False,annual,True
S-eeeb3c,A-3793ee,2024-06-18,,Pro,12,1136,13632,False,False,False,False,annual,True
S-c3df69,A-3793ee,2023-11-16,,Pro,18,0,0,True,False,False,False,monthly,True
S-d4f4f3,A-9a532a,2024-10-19,,Enterprise,27,4052,48624,False,False,False,False,monthly,False
S-b8573a,A-2ebb4b,2023-11-14,,Enterprise,15,0,0,True,False,False,False,monthly,True
S-f94a7e,A-2ebb4b,2023-06-12,2024-05-23,Enterprise,13,2419,29028,False,False,False,True,annual,True
S-487e19,A-2ebb4b,2023-06-03,,Enterprise,13,0,0,True,False,False,False,annual,True
S-c5846f,A-6843f2,2024-12-15,,Enterprise,21,3754,45048,False,False,False,False,annual,True
S-5397c0,A-c9bb3e,2024-03-29,2024-05-08,Basic,73,3527,42324,False,True,False,True,annual,True
S-ebd675,A-4814a3,2024-11-17,,Enterprise,20,3853,46236,False,False,False,False,annual,False
S-d184af,A-4814a3,2024-10-16,,Pro,43,2793,33516,False,False,False,False,annual,True
S-a06072,A-b7b7b7,2024-07-07,,Pro,19,1530,18360,False,True,False,False,monthly,False
S-b84dba,A-b7b7b7,2024-08-11,,Enterprise,13,0,0,True,False,False,False,annual,True
S-549cdc,A-b7b7b7,2024-07-24,,Pro,50,3320,39840,False,False,False,False,monthly,True
S-0f3087,A-b7b7b7,2024-08-02,,Basic,44,2010,24120,False,False,False,False,monthly,True
S-1337ba,A-ccc747,2024-01-19,,Pro,52,4251,51012,False,False,False,False,monthly,True
S-029c05,A-bb3bd4,2024-02-12,,Pro,8,678,8136,False,False,True,False,annual,True
S-1762fc,A-09316c,2024-10-22,,Basic,19,818,9816,False,False,False,False,monthly,True
S-8c4e66,A-09316c,2024-10-24,,Basic,34,1078,12936,False,False,False,False,monthly,True
S-999d4b,A-09316c,2024-10-08,,Pro,9,663,7956,False,True,False,False,monthly,True
S-3378a2,A-96bbc6,2024-05-26,,Pro,39,3000,36000,False,False,True,False,annual,True
S-d89bb6,A-96bbc6,2024-05-11,,Enterprise,6,1083,12996,False,False,False,False,monthly,False
S-7393a6,A-96bbc6,2024-06-12,,Pro,9,569,6828,False,False,False,False,monthly,True
S-37e857,A-96bbc6,2024-06-21,,Enterprise,72,14763,177156,False,False,False,False,monthly,True
S-9280d9,A-96bbc6,2024-05-27,,Basic,47,0,0,True,False,False,False,monthly,True
S-17ef24,A-bc4d48,2024-08-16,,Enterprise,14,2413,28956,False,False,True,False,monthly,True
S-25db45,A-b30291,2024-06-04,,Pro,34,2847,34164,False,False,False,False,monthly,True
S-9976e8,A-b30291,2024-05-25,,Enterprise,35,4405,52860,False,False,False,False,annual,False
S-cf5cd3,A-b30291,2024-06-04,,Pro,46,3285,39420,False,False,False,False,monthly,True
S-329cc6,A-b30291,2024-05-25,,Basic,37,1209,14508,False,True,False,False,monthly,True
S-b0a7df,A-b30291,2024-07-15,,Pro,98,6452,77424,False,False,False,False,monthly,False
S-89e528,A-cdf020,2023-11-02,2024-06-23,Enterprise,21,2746,32952,False,False,True,True,annual,False
S-5ac849,A-cdf020,2024-02-05,2024-06-22,Enterprise,9,0,0,True,False,False,True,monthly,False
S-72c58e,A-cdf020,2023-09-17,2024-06-21,Pro,50,3379,40548,False,False,False,True,annual,True
S-36264e,A-e6afc1,2023-03-16,2023-11-19,Enterprise,25,0,0,True,False,False,True,annual,True
S-4927da,A-e6afc1,2023-05-14,,Pro,41,2680,32160,False,False,False,False,monthly,False
S-4fc6f2,A-e3bd71,2024-08-23,,Enterprise,39,4878,58536,False,True,False,False,monthly,True
S-5efd33,A-e3bd71,2024-05-19,,Basic,35,1061,12732,False,False,False,False,annual,True
S-a0ffcf,A-e3bd71,2023-06-29,2024-03-30,Basic,39,1921,23052,False,False,False,True,monthly,True
S-3e414c,A-e3bd71,2023-04-15,,Enterprise,18,3332,39984,False,False,False,False,monthly,True
S-f93988,A-e3bd71,2023-11-05,,Pro,22,1585,19020,False,False,False,False,annual,True
S-525e60,A-b179bf,2024-11-04,,Enterprise,22,2887,34644,False,False,False,False,monthly,False
S-579a62,A-b179bf,2024-11-29,,Basic,9,284,3408,False,False,True,False,annual,False
S-70875a,A-b179bf,2024-11-13,,Pro,1,69,828,False,False,True,False,annual,True
S-c48886,A-098560,2024-03-14,,Enterprise,33,5646,67752,False,False,False,False,monthly,True
S-3200c1,A-098560,2023-12-20,,Pro,16,1468,17616,False,False,False,False,monthly,True
S-de3756,A-82861f,2024-07-20,,Pro,41,3914,46968,False,False,False,False,annual,True
S-55a626,A-94c3cd,2024-01-23,,Pro,17,1472,17664,False,False,False,False,annual,True
S-ff09f3,A-94c3cd,2024-05-21,,Pro,26,2087,25044,False,False,False,False,monthly,True
S-135e45,A-a33200,2024-10-13,,Enterprise,50,10357,124284,False,False,False,False,monthly,True
S-46f179,A-034368,2023-11-26,,Basic,20,656,7872,False,False,False,False,annual,True
S-10f435,A-034368,2024-02-14,,Basic,34,1462,17544,False,False,False,False,annual,True
S-120874,A-034368,2023-12-17,,Enterprise,44,7706,92472,False,False,False,False,annual,False
S-e401b8,A-b54c01,2024-10-23,,Pro,41,3600,43200,False,False,False,False,monthly,True
S-4336ba,A-b54c01,2024-11-17,,Basic,42,1343,16116,False,False,False,False,annual,True
S-b08c39,A-d82ef9,2024-08-17,2024-10-08,Pro,22,0,0,True,False,False,True,annual,True
S-0eb99a,A-d82ef9,2024-08-25,,Pro,20,1503,18036,False,False,False,False,annual,True
S-6f3ccd,A-bb2f49,2023-06-07,,Basic,29,867,10404,False,False,False,False,annual,True
S-17a9ba,A-bb2f49,2023-09-09,2023-10-22,Enterprise,32,4110,49320,False,False,False,True,annual,True
S-3d7f88,A-bb2f49,2024-02-20,,Enterprise,110,22445,269340,False,False,False,False,monthly,True
S-9de980,A-bb2f49,2023-07-20,,Basic,58,0,0,True,False,False,False,monthly,False
S-1b56a3,A-bb2f49,2023-06-19,,Pro,10,913,10956,False,False,False,False,annual,True
S-50c839,A-1f559b,2024-01-12,,Basic,17,492,5904,False,False,False,False,annual,True
S-2c34eb,A-1f559b,2023-11-22,,Pro,16,1347,16164,False,False,False,False,annual,False
S-a9834f,A-1f559b,2024-01-02,,Pro,39,2304,27648,False,False,False,False,monthly,True
S-ebec6b,A-5a215a,2024-02-18,,Enterprise,50,10362,124344,False,False,False,False,monthly,False
S-c2e757,A-5a215a,2024-02-08,,Basic,23,1038,12456,False,False,True,False,monthly,False
S-558f63,A-5a215a,2024-01-23,,Basic,5,187,2244,False,False,False,False,monthly,True
S-c48434,A-3f9cc0,2024-06-08,,Pro,21,1354,16248,False,False,False,False,monthly,True
S-5fab00,A-3f9cc0,2024-06-20,,Basic,36,1320,15840,False,False,False,False,annual,False
S-5e0cd4,A-f9cc74,2024-10-20,,Pro,6,469,5628,False,False,False,False,annual,True
S-121dca,A-f9cc74,2024-10-15,,Enterprise,23,0,0,True,False,False,False,monthly,True
S-1fad63,A-f9cc74,2024-11-10,,Basic,49,1842,22104,False,False,True,False,monthly,True
S-d02218,A-ed510f,2024-02-22,,Enterprise,1,163,1956,False,False,False,False,monthly,True
S-3fe2d0,A-5c9849,2024-11-23,,Enterprise,27,3461,41532,False,False,False,False,annual,False
S-4a312a,A-5c9849,2024-11-26,,Basic,16,790,9480,False,False,False,False,annual,True
S-333eec,A-a7bd4b,2023-04-12,2023-12-22,Basic,52,2033,24396,False,False,False,True,monthly,True
S-04e803,A-d4ac0e,2024-07-07,,Basic,17,503,6036,False,False,False,False,annual,True
S-de6213,A-d4ac0e,2024-06-11,,Basic,13,477,5724,False,False,True,False,annual,True
S-cd4fef,A-d4ac0e,2024-07-19,2024-12-23,Pro,35,2250,27000,False,False,False,True,monthly,True
S-c9fbd6,A-ffdfd5,2024-06-30,,Basic,53,0,0,True,False,False,False,monthly,False
S-3965b9,A-ffdfd5,2024-06-12,,Basic,63,2390,28680,False,False,False,False,annual,True
S-538533,A-ffdfd5,2024-05-31,,Basic,8,365,4380,False,False,False,False,monthly,False
S-a6510b,A-0dbdc6,2023-06-14,,Pro,43,3387,40644,False,False,True,False,monthly,False
S-f5d949,A-7cfe77,2024-07-16,,Basic,39,1911,22932,False,False,False,False,monthly,True
S-25bd3e,A-7cfe77,2024-08-10,2024-09-23,Basic,27,987,11844,False,False,False,True,annual,False
S-93ce41,A-7cfe77,2024-07-22,2024-09-29,Enterprise,18,2562,30744,False,False,True,True,monthly,True
S-4c0450,A-7cfe77,2024-07-29,,Basic,13,376,4512,False,False,False,False,annual,True
S-9c2efd,A-7cfe77,2024-07-18,2024-09-19,Basic,37,1285,15420,False,False,False,True,monthly,True
S-b73e87,A-1f0636,2024-03-28,,Basic,35,1611,19332,False,False,True,False,monthly,True
S-636c86,A-1f0636,2024-04-01,2024-07-01,Enterprise,7,0,0,True,True,False,True,annual,False
S-16362f,A-1f0636,2024-03-04,,Pro,14,1249,14988,False,False,False,False,monthly,True
S-21a5f6,A-40de06,2023-06-10,2023-12-09,Basic,30,1011,12132,False,True,False,True,annual,True
