ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-36385e,A-f45426,2024-10-11 12:43:00,2024-10-12 21:48:35,33.1,high,178,,False
T-3f960d,A-f45426,2024-10-28 11:17:00,2024-10-29 11:41:28,24.4,medium,84,,False
T-b905f8,A-bece89,2024-10-16 10:26:00,2024-10-17 11:56:13,25.5,medium,62,3.0,False
T-12c530,A-c70870,2024-11-03 10:16:00,2024-11-05 02:14:12,40.0,medium,117,,False
T-2b0881,A-c70870,2024-11-16 12:20:00,2024-11-17 08:19:50,20.0,high,40,2.0,False
T-70e6e0,A-c70870,2024-11-08 13:40:00,2024-11-09 20:47:18,31.1,high,116,4.0,False
T-c4488b,A-c70870,2024-12-06 17:44:00,2024-12-07 09:31:42,15.8,urgent,131,3.0,False
T-913b58,A-812c5b,2024-09-29 07:39:00,2024-09-30 00:40:19,17.0,medium,76,,True
T-6f89bb,A-812c5b,2024-03-01 08:44:00,2024-03-01 20:07:04,11.4,medium,80,3.0,False
T-cf9b2d,A-812c5b,2024-12-22 19:07:00,2024-12-24 15:24:54,44.3,high,167,3.0,False
T-f0d5fd,A-812c5b,2024-09-23 13:42:00,2024-09-24 03:41:56,14.0,medium,30,3.0,False
T-aa77dc,A-f17767,2023-11-11 07:49:00,2023-11-12 15:07:09,31.3,low,117,,False
T-575c6f,A-f17767,2024-11-08 14:35:00,2024-11-09 02:15:51,11.7,urgent,53,4.0,False
T-ca0555,A-f17767,2024-06-02 12:06:00,2024-06-03 16:20:32,28.2,low,55,,False
T-24dedf,A-e1b9cd,2023-07-20 17:30:00,2023-07-22 10:45:48,41.3,medium,41,4.0,False
T-8be8bb,A-e1b9cd,2023-06-04 19:21:00,2023-06-05 02:10:03,6.8,low,71,3.0,False
T-b531a8,A-05d3b3,2023-06-04 15:32:00,2023-06-07 15:32:00,72.0,low,180,,False
T-ebcb76,A-05d3b3,2024-08-20 08:06:00,2024-08-20 20:27:51,12.4,medium,84,3.0,False
T-d4ff3f,A-05d3b3,2024-05-17 20:31:00,2024-05-20 12:57:44,64.4,urgent,55,,False
T-0e18e6,A-05d3b3,2023-08-01 09:50:00,2023-08-02 12:44:12,26.9,urgent,90,,True
T-6b39a9,A-05d3b3,2024-03-08 13:44:00,2024-03-10 10:32:03,44.8,low,121,2.0,False
T-f1f604,A-4c56c9,2024-12-08 20:54:00,2024-12-09 22:53:58,26.0,urgent,55,5.0,False
T-4cf108,A-10b8f2,2023-05-10 14:03:00,2023-05-11 08:37:32,18.6,high,62,4.0,False
T-900a97,A-10b8f2,2023-06-26 12:03:00,2023-06-28 07:42:49,43.7,low,52,2.0,True
T-abd833,A-10b8f2,2023-08-23 10:47:00,2023-08-25 12:55:13,50.1,urgent,46,4.0,False
T-d23f96,A-10b8f2,2023-02-28 07:26:00,2023-02-28 22:07:49,14.7,medium,114,2.0,True
T-5fa8c6,A-10b8f2,2023-07-09 17:15:00,2023-07-10 22:39:42,29.4,high,49,4.0,False
T-3bb2a5,A-10b8f2,2024-01-21 18:25:00,2024-01-24 18:25:00,72.0,urgent,121,3.0,True
T-227865,A-dec005,2024-06-03 08:27:00,2024-06-06 08:27:00,72.0,medium,73,2.0,False
T-ef27ce,A-dec005,2024-11-04 18:40:00,2024-11-05 06:58:05,12.3,high,74,,True
T-7765d0,A-dec005,2024-06-11 10:12:00,2024-06-12 17:09:00,31.0,urgent,51,,False
T-1b6264,A-dec005,2024-04-22 10:11:00,2024-04-25 00:59:03,62.8,low,88,4.0,False
T-bdba4a,A-eb7fac,2023-12-15 19:34:00,2023-12-17 12:32:35,41.0,urgent,76,5.0,False
T-622fd3,A-eb7fac,2024-12-20 16:14:00,2024-12-22 14:46:13,46.5,low,103,,False
T-26742a,A-2d1036,2024-11-04 11:20:00,2024-11-05 16:33:04,29.2,low,180,,False
T-4120c5,A-2d1036,2024-12-12 10:09:00,2024-12-14 08:46:45,46.6,medium,90,,False
T-4f39f8,A-439b2f,2024-08-25 18:17:00,2024-08-27 07:49:34,37.5,urgent,67,,True
T-69b23b,A-439b2f,2024-07-30 09:10:00,2024-08-01 03:37:06,42.5,high,51,,True
T-f2ed74,A-439b2f,2024-02-23 16:44:00,2024-02-25 04:19:44,35.6,low,101,2.0,False
T-da48b2,A-439b2f,2024-02-25 19:34:00,2024-02-27 13:44:34,42.2,high,150,2.0,False
T-51906a,A-439b2f,2024-03-23 20:01:00,2024-03-24 11:02:46,15.0,medium,180,2.0,False
T-fb9cd7,A-439b2f,2024-07-18 19:37:00,2024-07-19 19:58:17,24.4,urgent,180,4.0,False
T-741083,A-439b2f,2024-09-17 08:52:00,2024-09-19 11:55:55,51.1,high,180,3.0,False
T-c8679b,A-98a59a,2023-08-08 08:12:00,2023-08-09 16:17:05,32.1,low,83,,False
T-fac822,A-98a59a,2024-09-23 19:00:00,2024-09-25 00:25:55,29.4,medium,180,5.0,False
T-cb745a,A-98a59a,2023-09-19 19:52:00,2023-09-20 21:24:22,25.5,low,96,,False
T-21c183,A-98a59a,2023-08-21 10:44:00,2023-08-22 07:27:55,20.7,low,36,5.0,False
T-6dc669,A-d5a319,2023-05-16 13:31:00,2023-05-19 13:31:00,72.0,low,78,2.0,False
T-21e929,A-d5a319,2024-09-01 16:52:00,2024-09-02 09:36:49,16.7,medium,58,3.0,False
T-f81579,A-ced9aa,2024-12-10 10:20:00,2024-12-11 17:51:24,31.5,low,9,4.0,False
T-615735,A-76fa4d,2024-11-30 10:29:00,2024-11-30 22:21:34,11.9,low,36,,False
T-3adcfc,A-76fa4d,2024-12-04 15:55:00,2024-12-04 23:56:34,8.0,medium,36,5.0,False
T-f45832,A-bbc346,2024-09-10 16:50:00,2024-09-11 04:48:39,12.0,low,6,5.0,False
T-143615,A-fa2041,2024-06-12 12:12:00,2024-06-14 20:58:10,56.8,urgent,106,2.0,False
T-8221f5,A-fa2041,2024-06-12 08:02:00,2024-06-13 17:57:00,33.9,high,180,2.0,False
T-c7f9b7,A-fa2041,2024-06-02 15:32:00,2024-06-04 22:19:41,54.8,urgent,35,4.0,True
T-5a0151,A-fa2041,2024-06-11 15:23:00,2024-06-14 15:23:00,72.0,low,121,,False
T-8e1f0c,A-7a0d69,2024-09-13 19:52:00,2024-09-16 00:42:30,52.8,low,105,3.0,True
T-0b326d,A-7a0d69,2024-06-23 14:03:00,2024-06-25 02:28:56,36.4,low,78,4.0,False
T-1974a9,A-7a0d69,2024-07-07 19:51:00,2024-07-10 09:33:15,61.7,medium,64,,False
T-bc92b4,A-7a0d69,2024-10-01 11:31:00,2024-10-03 12:02:01,48.5,urgent,112,,False
T-1fffcf,A-7a0d69,2024-10-07 17:17:00,2024-10-09 17:43:31,48.4,urgent,59,,False
T-95a0bd,A-7a0d69,2024-07-25 14:27:00,2024-07-25 23:57:20,9.5,medium,132,,True
T-90764c,A-7a0d69,2024-07-14 19:55:00,2024-07-17 09:26:10,61.5,urgent,46,2.0,False
T-1a4983,A-7a0d69,2024-09-01 19:06:00,2024-09-04 00:02:22,52.9,low,129,,True
T-581411,A-b20d99,2024-02-09 18:04:00,2024-02-11 02:46:20,32.7,high,65,4.0,False
T-b66b0c,A-b20d99,2024-02-18 07:22:00,2024-02-18 22:13:39,14.9,high,97,4.0,False
T-507bfa,A-b20d99,2024-03-26 17:52:00,2024-03-27 19:46:19,25.9,high,120,4.0,False
T-ea1dd2,A-b20d99,2024-08-18 09:40:00,2024-08-19 21:10:47,35.5,urgent,56,4.0,False
T-3473a6,A-1f7acb,2024-05-07 18:11:00,2024-05-10 18:11:00,72.0,high,159,3.0,False
T-39752f,A-1f7acb,2023-09-28 07:01:00,2023-10-01 07:01:00,72.0,high,60,1.0,False
T-2d827f,A-1f7acb,2023-09-23 09:35:00,2023-09-26 00:01:53,62.4,low,180,,False
T-8841e2,A-1f7acb,2023-08-27 20:12:00,2023-08-30 20:12:00,72.0,high,180,,False
T-78be43,A-1f7acb,2024-04-08 17:00:00,2024-04-11 11:55:09,66.9,urgent,72,3.0,False
T-937e0e,A-1f7acb,2023-11-13 14:02:00,2023-11-14 08:31:03,18.5,urgent,117,2.0,False
T-48fd4d,A-1f7acb,2024-03-27 13:10:00,2024-03-29 01:50:06,36.7,urgent,88,2.0,False
T-33e5cf,A-1f7acb,2024-02-21 18:58:00,2024-02-23 11:05:09,40.1,high,75,4.0,True
T-1a58d5,A-1f7acb,2024-05-26 11:36:00,2024-05-27 20:50:48,33.2,low,160,,False
T-511a21,A-1f7acb,2024-03-07 18:53:00,2024-03-08 13:15:31,18.4,low,69,,True
T-880875,A-1f7acb,2024-03-24 11:58:00,2024-03-25 22:30:13,34.5,high,180,3.0,False
T-9ad3bc,A-474ad4,2024-10-08 15:29:00,2024-10-11 04:44:28,61.3,medium,72,,False
T-3fce30,A-474ad4,2024-05-13 09:14:00,2024-05-14 02:48:43,17.6,low,89,4.0,False
T-b7ad60,A-474ad4,2024-04-22 14:28:00,2024-04-23 09:57:40,19.5,low,16,,False
T-b4c8fd,A-474ad4,2024-09-21 12:19:00,2024-09-22 06:29:14,18.2,medium,73,,False
T-615f42,A-474ad4,2024-11-05 07:54:00,2024-11-05 22:10:16,14.3,medium,53,,False
T-52feb0,A-474ad4,2024-07-01 19:40:00,2024-07-03 02:52:45,31.2,low,65,4.0,False
T-7e0594,A-39ddf4,2024-12-28 20:45:00,2024-12-30 09:41:03,36.9,medium,56,3.0,False
T-2863c9,A-39ddf4,2024-12-06 16:26:00,2024-12-08 15:11:02,46.8,low,133,3.0,False
T-a6a101,A-39ddf4,2024-12-12 19:26:00,2024-12-14 19:08:59,47.7,low,68,4.0,False
T-25dd7f,A-39ddf4,2024-12-22 16:12:00,2024-12-22 23:58:11,7.8,urgent,68,,False
T-26ff4e,A-bbe56f,2023-10-19 08:08:00,2023-10-19 18:31:23,10.4,low,56,,True
T-f7b1ab,A-bbe56f,2024-09-10 13:37:00,2024-09-11 08:18:53,18.7,medium,98,3.0,False
T-5e8b40,A-bbe56f,2023-05-25 09:06:00,2023-05-28 09:06:00,72.0,medium,51,2.0,False
T-f0ccc4,A-80eeb6,2024-02-21 19:17:00,2024-02-24 06:00:53,58.7,medium,120,,False
T-b6de14,A-80eeb6,2023-12-13 09:44:00,2023-12-13 15:26:36,5.7,low,29,,False
T-8337e1,A-80eeb6,2024-05-04 18:50:00,2024-05-05 10:29:16,15.7,medium,38,5.0,False
T-a003b3,A-80eeb6,2024-02-20 09:12:00,2024-02-20 17:29:16,8.3,low,20,3.0,False
T-2ba834,A-80eeb6,2023-08-10 07:29:00,2023-08-10 22:17:21,14.8,medium,68,,False
T-7bae10,A-80eeb6,2023-10-12 10:08:00,2023-10-14 05:38:53,43.5,medium,68,5.0,False
T-378e9b,A-84ebe4,2024-12-21 17:19:00,2024-12-22 10:10:52,16.9,low,75,4.0,False
T-a598e2,A-84ebe4,2023-10-19 15:50:00,2023-10-19 20:34:30,4.7,low,28,,False
T-8ddd6e,A-84ebe4,2024-06-07 16:11:00,2024-06-08 05:01:02,12.8,medium,126,4.0,False
T-ff0642,A-d922bf,2023-11-03 12:00:00,2023-11-04 04:36:25,16.6,low,36,3.0,False
T-e56534,A-d922bf,2024-02-04 19:33:00,2024-02-05 08:39:55,13.1,high,12,4.0,False
T-d718f9,A-d922bf,2024-05-09 08:11:00,2024-05-10 09:17:36,25.1,low,90,5.0,False
T-c7fbe5,A-39868b,2024-10-18 09:54:00,2024-10-20 18:58:25,57.1,urgent,14,2.0,False
T-cb3283,A-39868b,2024-07-31 11:19:00,2024-08-01 16:47:07,29.5,medium,30,,False
T-5037c1,A-7c4956,2024-08-06 17:47:00,2024-08-08 01:59:13,32.2,low,36,5.0,False
T-03b770,A-7c4956,2023-08-06 19:26:00,2023-08-09 13:34:28,66.1,high,86,4.0,False
T-533059,A-7c4956,2024-02-14 17:45:00,2024-02-15 12:25:56,18.7,low,80,4.0,False
T-275c06,A-7c4956,2024-08-10 19:46:00,2024-08-11 15:34:20,19.8,medium,43,,False
T-f5cb06,A-7c4956,2024-02-10 14:43:00,2024-02-11 00:07:22,9.4,medium,59,,False
T-6a4853,A-ffc04f,2024-09-21 13:47:00,2024-09-21 19:57:21,6.2,low,22,4.0,False
T-555e34,A-ffc04f,2024-11-09 19:20:00,2024-11-10 10:37:11,15.3,low,34,,False
T-ed8f6b,A-ad296b,2024-12-16 12:45:00,2024-12-18 04:09:12,39.4,high,52,,False
T-0a5fc8,A-ad296b,2024-09-02 13:19:00,2024-09-05 12:42:05,71.4,urgent,54,1.0,False
T-663fe7,A-ad296b,2024-10-16 12:58:00,2024-10-19 00:32:56,59.6,medium,37,4.0,False
T-abb654,A-ad296b,2024-09-15 14:50:00,2024-09-16 17:11:54,26.4,urgent,139,3.0,False
T-e75ca9,A-ad296b,2024-08-03 17:01:00,2024-08-04 09:17:45,16.3,medium,60,3.0,False
T-eb31b0,A-ad296b,2024-07-25 07:28:00,2024-07-28 07:28:00,72.0,medium,143,4.0,False
T-fbfae9,A-ad296b,2024-09-16 14:26:00,2024-09-18 08:25:37,42.0,high,130,,False
T-3a37e4,A-ad296b,2024-08-13 07:42:00,2024-08-16 07:42:00,72.0,low,60,3.0,False
T-3d5710,A-ad296b,2024-12-23 13:07:00,2024-12-24 02:08:48,13.0,low,66,,False
T-5c635e,A-ad296b,2024-11-02 13:28:00,2024-11-02 21:18:04,7.8,low,53,4.0,False
T-e34a46,A-ad296b,2024-11-05 18:12:00,2024-11-07 00:14:55,30.0,low,17,3.0,True
T-d6f2ef,A-ad296b,2024-08-18 09:37:00,2024-08-18 21:58:41,12.4,medium,162,3.0,False
T-718f19,A-8ae05d,2024-11-09 19:22:00,2024-11-10 21:07:01,25.8,urgent,56,,False
T-140e78,A-8ae05d,2024-04-24 07:11:00,2024-04-25 21:23:52,38.2,urgent,54,4.0,False
T-fcffeb,A-afa505,2024-10-26 20:20:00,2024-10-27 07:25:49,11.1,medium,21,,False
T-e18a4a,A-afa505,2024-01-20 15:32:00,2024-01-21 01:45:30,10.2,medium,62,5.0,False
T-bc7508,A-afa505,2024-05-09 12:37:00,2024-05-10 22:00:58,33.4,low,38,,False
T-5605c6,A-016043,2024-08-10 14:14:00,2024-08-11 06:10:36,15.9,medium,53,,False
T-05480f,A-016043,2024-09-15 14:08:00,2024-09-16 02:20:04,12.2,low,126,2.0,False
T-c99d92,A-016043,2024-08-25 20:20:00,2024-08-26 20:22:19,24.0,medium,37,1.0,False
T-65931e,A-71615e,2024-08-24 19:25:00,2024-08-25 14:23:41,19.0,low,108,,False
T-b940ef,A-71615e,2024-09-08 16:17:00,2024-09-10 02:11:57,33.9,urgent,47,4.0,False
T-d1977b,A-71615e,2024-10-14 17:42:00,2024-10-15 12:21:18,18.7,medium,30,,False
T-089f8c,A-71615e,2024-09-10 17:56:00,2024-09-11 07:48:51,13.9,low,85,,False
T-5a7b74,A-30b4ca,2024-06-08 16:32:00,2024-06-09 16:28:33,23.9,medium,179,,False
T-30ebf4,A-7c83a1,2024-11-03 15:15:00,2024-11-05 07:14:03,40.0,urgent,31,,False
T-b58252,A-7c83a1,2024-11-17 10:38:00,2024-11-19 01:58:31,39.3,low,116,3.0,False
T-8bd21a,A-aa9511,2024-12-27 08:53:00,2024-12-28 02:48:58,17.9,low,71,,False
T-319e85,A-aa9511,2024-08-08 19:18:00,2024-08-09 10:41:08,15.4,low,42,4.0,False
T-446d17,A-aa9511,2024-04-25 08:57:00,2024-04-26 09:54:12,25.0,urgent,155,5.0,False
T-bd1cc8,A-3932db,2023-11-19 10:15:00,2023-11-21 07:06:30,44.9,urgent,180,4.0,False
T-d9b325,A-3932db,2023-11-01 10:13:00,2023-11-02 15:53:58,29.7,medium,180,2.0,False
T-d718c6,A-3932db,2024-02-26 13:38:00,2024-02-27 18:27:04,28.8,high,38,,False
T-7713d4,A-3932db,2024-04-17 16:19:00,2024-04-18 08:34:39,16.3,low,15,,False
T-6c6c77,A-3932db,2024-04-06 08:37:00,2024-04-09 08:37:00,72.0,high,49,,False
T-659ddb,A-3932db,2023-10-17 09:46:00,2023-10-18 06:00:38,20.2,urgent,46,,True
T-c4da3d,A-3932db,2023-10-29 09:06:00,2023-10-29 23:41:14,14.6,low,76,4.0,False
T-0c9cf8,A-3932db,2024-02-20 20:26:00,2024-02-23 05:58:41,57.5,low,107,,True
T-2ece28,A-3932db,2023-12-05 13:23:00,2023-12-06 21:09:54,31.8,high,151,,False
T-3a6cf5,A-66224b,2024-12-25 10:18:00,2024-12-25 23:57:28,13.7,urgent,46,3.0,False
T-47d85f,A-66224b,2024-11-01 11:06:00,2024-11-02 07:00:05,19.9,high,92,4.0,False
T-5dcb3d,A-66224b,2024-12-15 08:02:00,2024-12-18 08:02:00,72.0,medium,46,4.0,False
T-89e25b,A-66224b,2024-11-21 09:34:00,2024-11-23 13:32:36,52.0,high,49,4.0,False
T-afcbe0,A-66224b,2024-10-20 17:03:00,2024-10-21 23:08:40,30.1,low,39,,False
T-a8d6da,A-66224b,2024-11-15 08:56:00,2024-11-16 07:33:38,22.6,low,106,3.0,False
T-eb54e2,A-66224b,2024-12-10 08:51:00,2024-12-12 01:27:15,40.6,low,154,,False
T-e88bc7,A-4e0e85,2024-04-14 17:58:00,2024-04-15 09:20:52,15.4,low,13,3.0,False
T-eae77f,A-4e0e85,2023-10-07 18:08:00,2023-10-08 19:57:56,25.8,urgent,64,,False
T-b146f9,A-4e0e85,2023-09-19 12:54:00,2023-09-20 19:03:04,30.2,urgent,26,,False
T-7a7365,A-4e0e85,2023-11-24 19:20:00,2023-11-27 04:42:35,57.4,medium,33,3.0,False
T-c53c90,A-4e0e85,2023-12-20 16:38:00,2023-12-22 04:00:57,35.4,high,156,1.0,False
T-47d317,A-4e0e85,2024-05-28 19:48:00,2024-05-30 15:21:01,43.6,urgent,151,3.0,False
T-20ca81,A-4e0e85,2023-11-28 20:55:00,2023-11-30 10:53:41,38.0,medium,151,1.0,True
T-2631b1,A-4e0e85,2024-07-30 17:25:00,2024-07-31 22:28:00,29.1,high,122,,True
T-d8f3a2,A-2edab2,2024-04-28 07:13:00,2024-04-29 19:18:58,36.1,medium,62,,False
T-9d85b3,A-2edab2,2024-09-06 08:34:00,2024-09-07 16:55:54,32.4,urgent,70,2.0,False
T-08e6bc,A-2edab2,2024-11-10 17:02:00,2024-11-12 10:46:14,41.7,medium,102,3.0,True
T-4efb75,A-2edab2,2024-10-07 14:36:00,2024-10-10 14:36:00,72.0,medium,75,3.0,False
T-ab66a3,A-2edab2,2024-05-14 17:14:00,2024-05-17 17:14:00,72.0,medium,139,3.0,True
T-e99b7a,A-2edab2,2024-02-09 17:42:00,2024-02-11 22:25:33,52.7,urgent,70,2.0,False
T-2f75c5,A-2edab2,2024-06-17 20:26:00,2024-06-19 15:27:32,43.0,urgent,180,2.0,False
T-f8052e,A-2edab2,2024-08-08 11:50:00,2024-08-09 17:58:07,30.1,low,180,,False
T-665c45,A-cea1f0,2024-04-18 18:58:00,2024-04-18 22:38:38,3.7,low,22,5.0,False
T-024f45,A-cea1f0,2024-05-02 20:56:00,2024-05-04 14:38:03,41.7,medium,92,,False
T-4f0116,A-cea1f0,2024-12-04 19:58:00,2024-12-06 00:32:31,28.6,medium,68,5.0,False
T-43b0f5,A-5ed98d,2024-08-16 07:16:00,2024-08-16 15:19:18,8.1,medium,73,4.0,False
T-67a6f9,A-5ed98d,2024-07-12 15:00:00,2024-07-13 09:28:45,18.5,low,21,,False
T-ad838d,A-5ed98d,2024-07-12 15:11:00,2024-07-12 23:01:19,7.8,low,19,,False
T-2b613d,A-7d514c,2024-06-25 16:04:00,2024-06-27 21:03:37,53.0,low,113,,False
T-27e499,A-7d514c,2024-11-01 12:19:00,2024-11-02 20:18:57,32.0,urgent,53,,False
T-8b40cd,A-7d514c,2024-07-12 14:57:00,2024-07-13 09:30:05,18.6,low,65,4.0,False
T-798765,A-7d514c,2024-02-13 19:44:00,2024-02-16 07:48:27,60.1,low,109,4.0,False
T-c01d86,A-7d514c,2024-02-09 15:21:00,2024-02-10 20:10:14,28.8,medium,44,3.0,True
T-68344d,A-7d514c,2024-10-23 20:30:00,2024-10-24 12:42:44,16.2,high,13,,False
T-efb7c9,A-96e141,2024-04-07 20:07:00,2024-04-09 07:21:17,35.2,urgent,180,2.0,False
T-91e0d1,A-96e141,2024-04-20 09:20:00,2024-04-21 14:35:06,29.3,medium,176,3.0,False
T-f39fc4,A-96e141,2023-12-12 07:39:00,2023-12-15 07:39:00,72.0,high,87,,False
T-769a45,A-96e141,2024-05-13 14:03:00,2024-05-15 22:28:21,56.4,low,56,,False
T-a75f93,A-96e141,2024-03-01 20:44:00,2024-03-02 22:12:57,25.5,low,76,3.0,False
T-302612,A-96e141,2023-10-29 11:44:00,2023-10-30 23:03:19,35.3,urgent,31,,False
T-d11819,A-96e141,2023-08-19 15:01:00,2023-08-22 07:13:12,64.2,urgent,136,2.0,False
T-9611a5,A-ee42db,2023-08-01 12:25:00,2023-08-02 10:03:16,21.6,urgent,40,4.0,False
T-0c7f77,A-ee42db,2024-08-04 14:45:00,2024-08-05 23:17:03,32.5,medium,81,3.0,False
T-0cd050,A-970c97,2024-03-05 15:22:00,2024-03-06 16:40:49,25.3,low,132,2.0,True
T-ec9df7,A-970c97,2024-03-24 09:25:00,2024-03-25 09:34:34,24.2,high,84,2.0,False
T-883978,A-970c97,2024-03-14 18:37:00,2024-03-16 08:42:01,38.1,urgent,117,,False
T-43b57e,A-970c97,2024-03-13 11:19:00,2024-03-14 11:55:05,24.6,urgent,68,,False
T-26dfd5,A-970c97,2024-03-26 11:52:00,2024-03-27 11:08:37,23.3,urgent,109,2.0,True
T-0a7dbe,A-970c97,2024-03-26 10:20:00,2024-03-28 20:22:29,58.0,low,95,,True
T-24b6bb,A-970c97,2024-03-19 18:14:00,2024-03-21 10:59:12,40.8,medium,70,4.0,True
T-90ec62,A-970c97,2024-03-16 13:48:00,2024-03-16 22:33:02,8.8,high,90,3.0,False
T-96345b,A-b7ef83,2024-09-06 11:11:00,2024-09-07 03:42:15,16.5,urgent,43,,False
T-3c436c,A-b7ef83,2024-12-20 10:09:00,2024-12-22 05:26:16,43.3,medium,96,5.0,False
T-fcac8e,A-b7ef83,2024-11-21 19:11:00,2024-11-22 01:50:30,6.7,low,31,,False
T-169b82,A-b7ef83,2024-10-17 07:58:00,2024-10-17 16:18:47,8.3,urgent,40,,False
T-707494,A-b7ef83,2024-12-15 19:18:00,2024-12-17 14:01:32,42.7,urgent,180,,False
T-b34aeb,A-b7ef83,2024-10-31 20:05:00,2024-11-02 13:08:48,41.1,urgent,70,4.0,False
T-4f52b5,A-9289f6,2024-03-23 16:12:00,2024-03-25 14:26:53,46.2,urgent,19,2.0,False
T-a1e4b6,A-9289f6,2024-03-11 13:11:00,2024-03-12 13:59:55,24.8,urgent,157,2.0,True
T-18b528,A-9289f6,2024-12-18 14:28:00,2024-12-19 21:49:15,31.4,medium,136,,False
T-91cb56,A-9289f6,2023-10-30 15:05:00,2023-10-31 23:57:09,32.9,medium,34,2.0,False
T-65175b,A-9289f6,2023-06-01 18:58:00,2023-06-02 09:54:10,14.9,urgent,22,4.0,False
T-a94570,A-9289f6,2024-03-20 16:15:00,2024-03-22 04:50:08,36.6,urgent,142,3.0,False
T-b94f2c,A-9289f6,2024-07-09 19:47:00,2024-07-11 16:17:48,44.5,medium,80,3.0,False
T-78e692,A-9289f6,2023-12-20 13:05:00,2023-12-22 07:24:53,42.3,urgent,67,3.0,False
T-93ea60,A-9289f6,2023-12-03 07:39:00,2023-12-05 16:05:29,56.4,medium,180,3.0,False
T-7c984a,A-9289f6,2024-11-04 20:49:00,2024-11-06 12:48:32,40.0,low,110,,False
T-706bfb,A-9289f6,2023-09-12 07:52:00,2023-09-13 19:16:14,35.4,urgent,119,4.0,False
T-6b8a01,A-fdfc91,2023-08-25 15:34:00,2023-08-26 02:05:31,10.5,urgent,43,,False
T-b24ed3,A-fdfc91,2023-06-23 17:18:00,2023-06-24 01:54:14,8.6,low,9,3.0,False
T-811d5c,A-158f4e,2024-11-27 19:28:00,2024-11-28 11:34:32,16.1,low,32,5.0,False
T-7b140e,A-2bc93d,2023-09-24 08:45:00,2023-09-25 17:24:24,32.7,urgent,65,4.0,False
T-4218ba,A-2bc93d,2024-01-01 10:56:00,2024-01-02 07:10:19,20.2,urgent,65,,False
T-4f7b38,A-2bc93d,2023-11-16 09:31:00,2023-11-17 21:59:49,36.5,low,48,,False
T-0581ca,A-32728c,2023-02-28 19:36:00,2023-03-02 00:26:28,28.8,low,58,,False
T-0c095d,A-32728c,2023-12-13 19:26:00,2023-12-14 14:58:25,19.5,low,129,4.0,False
T-b22c05,A-32728c,2023-01-09 19:37:00,2023-01-10 23:53:38,28.3,high,43,,False
T-b17227,A-32728c,2023-03-29 10:03:00,2023-03-31 01:27:38,39.4,high,130,1.0,False
T-fb5047,A-cc98bc,2023-06-25 07:19:00,2023-06-26 16:27:48,33.1,medium,180,,False
T-f67302,A-cc98bc,2024-01-02 08:55:00,2024-01-03 12:40:39,27.8,high,65,3.0,False
T-6cf215,A-cc98bc,2023-10-13 12:22:00,2023-10-16 12:22:00,72.0,urgent,168,,False
T-6f9948,A-cc98bc,2023-06-29 11:24:00,2023-07-02 10:28:37,71.1,urgent,92,,False
T-8b57d1,A-cc98bc,2023-09-10 13:51:00,2023-09-11 19:53:05,30.0,urgent,151,,False
T-346444,A-cc98bc,2023-08-22 14:15:00,2023-08-23 19:09:01,28.9,medium,86,3.0,False
T-beef10,A-0651a4,2024-10-27 15:13:00,2024-10-29 16:54:05,49.7,medium,26,,False
T-13d0da,A-0651a4,2024-11-03 15:56:00,2024-11-04 05:39:11,13.7,low,76,5.0,False
T-c8ee56,A-0651a4,2024-11-01 10:31:00,2024-11-02 13:53:18,27.4,low,51,4.0,False
T-345baf,A-089363,2024-01-17 15:27:00,2024-01-18 01:41:24,10.2,medium,79,5.0,False
T-f5dac3,A-089363,2024-04-07 18:37:00,2024-04-09 10:04:46,39.5,medium,75,4.0,False
T-afc713,A-089363,2023-09-26 18:45:00,2023-09-27 16:35:55,21.8,low,21,,False
T-18ac3c,A-089363,2024-10-01 20:27:00,2024-10-03 07:02:03,34.6,medium,121,,False
T-93ad84,A-089363,2023-10-17 07:50:00,2023-10-17 18:05:54,10.3,medium,66,,False
T-9dd5c2,A-53f4e3,2024-10-11 18:12:00,2024-10-14 18:12:00,72.0,urgent,172,,False
T-8c30d0,A-53f4e3,2024-09-23 15:07:00,2024-09-24 01:04:01,10.0,low,32,3.0,False
T-b3c5b1,A-53f4e3,2024-07-20 07:05:00,2024-07-23 06:40:07,71.6,medium,63,,False
T-49adfb,A-53f4e3,2024-09-29 15:33:00,2024-09-30 00:25:05,8.9,high,61,3.0,False
T-d11f44,A-53f4e3,2024-12-14 11:56:00,2024-12-16 12:55:10,49.0,medium,88,,False
T-5e764d,A-53f4e3,2024-10-14 19:02:00,2024-10-16 08:36:29,37.6,urgent,96,,False
T-0de384,A-53f4e3,2024-12-07 17:10:00,2024-12-09 20:35:19,51.4,high,115,3.0,False
T-65f4e3,A-53f4e3,2024-11-08 10:13:00,2024-11-11 01:58:13,63.8,low,77,,False
T-a32572,A-53f4e3,2024-07-14 18:19:00,2024-07-17 15:37:18,69.3,medium,148,3.0,False
T-66961f,A-53f4e3,2024-09-15 11:32:00,2024-09-17 10:11:58,46.7,medium,44,,False
T-2cde6c,A-c45b23,2024-02-18 15:57:00,2024-02-19 09:35:02,17.6,urgent,25,,False
T-e3dd59,A-c45b23,2024-11-25 12:40:00,2024-11-27 20:38:19,56.0,medium,43,4.0,False
